item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0059_weak_low_priority_enhancement,S0059,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide users with driving directions to a selected property.",nice_to_have,provide users with driving directions to a selected property
S0059_weak_future_enhancement,S0059,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide users with driving directions to a selected property as a possible future enhancement.,nice_to_have,provide users with driving directions to a selected property
S0060_weak_useful_if,S0060,useful_if,nice_to_have,It would be useful if the system could allow users to download appointments and client contact information.,nice_to_have,allow users to download appointments and client contact information
S0060_weak_nice_if,S0060,nice_if,nice_to_have,It would be nice if the system could allow users to download appointments and client contact information.,nice_to_have,allow users to download appointments and client contact information
S0060_weak_low_priority_enhancement,S0060,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow users to download appointments and client contact information.",nice_to_have,allow users to download appointments and client contact information
S0060_weak_future_enhancement,S0060,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow users to download appointments and client contact information as a possible future enhancement.,nice_to_have,allow users to download appointments and client contact information
S0061_weak_useful_if,S0061,useful_if,nice_to_have,It would be useful if the system could display clear property images in the search results.,nice_to_have,display clear property images in the search results
S0061_weak_nice_if,S0061,nice_if,nice_to_have,It would be nice if the system could display clear property images in the search results.,nice_to_have,display clear property images in the search results
S0061_weak_low_priority_enhancement,S0061,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could display clear property images in the search results.",nice_to_have,display clear property images in the search results
S0061_weak_future_enhancement,S0061,future_enhancement,nice_to_have,Stakeholders mentioned that the system could display clear property images in the search results as a possible future enhancement.,nice_to_have,display clear property images in the search results
S0062_weak_useful_if,S0062,useful_if,nice_to_have,It would be useful if the system could update or create new property listings in the MLS.,nice_to_have,update or create new property listings in the MLS
S0062_weak_nice_if,S0062,nice_if,nice_to_have,It would be nice if the system could update or create new property listings in the MLS.,nice_to_have,update or create new property listings in the MLS
S0062_weak_low_priority_enhancement,S0062,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could update or create new property listings in the MLS.",nice_to_have,update or create new property listings in the MLS
S0062_weak_future_enhancement,S0062,future_enhancement,nice_to_have,Stakeholders mentioned that the system could update or create new property listings in the MLS as a possible future enhancement.,nice_to_have,update or create new property listings in the MLS
S0063_weak_useful_if,S0063,useful_if,nice_to_have,It would be useful if the system could allow realtors to generate CMA reports based on property criteria.,nice_to_have,allow realtors to generate CMA reports based on property criteria
S0063_weak_nice_if,S0063,nice_if,nice_to_have,It would be nice if the system could allow realtors to generate CMA reports based on property criteria.,nice_to_have,allow realtors to generate CMA reports based on property criteria
S0063_weak_low_priority_enhancement,S0063,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow realtors to generate CMA reports based on property criteria.",nice_to_have,allow realtors to generate CMA reports based on property criteria
S0063_weak_future_enhancement,S0063,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow realtors to generate CMA reports based on property criteria as a possible future enhancement.,nice_to_have,allow realtors to generate CMA reports based on property criteria
S0064_weak_useful_if,S0064,useful_if,nice_to_have,It would be useful if the system could call the seller or buyer to schedule an appointment.,nice_to_have,call the seller or buyer to schedule an appointment
S0064_weak_nice_if,S0064,nice_if,nice_to_have,It would be nice if the system could call the seller or buyer to schedule an appointment.,nice_to_have,call the seller or buyer to schedule an appointment
S0064_weak_low_priority_enhancement,S0064,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could call the seller or buyer to schedule an appointment.",nice_to_have,call the seller or buyer to schedule an appointment
S0064_weak_future_enhancement,S0064,future_enhancement,nice_to_have,Stakeholders mentioned that the system could call the seller or buyer to schedule an appointment as a possible future enhancement.,nice_to_have,call the seller or buyer to schedule an appointment
S0065_weak_useful_if,S0065,useful_if,nice_to_have,It would be useful if the system could notify realtors of new client appointments after automatic synchronization with the office system.,nice_to_have,notify realtors of new client appointments after automatic synchronization with the office system
S0065_weak_nice_if,S0065,nice_if,nice_to_have,It would be nice if the system could notify realtors of new client appointments after automatic synchronization with the office system.,nice_to_have,notify realtors of new client appointments after automatic synchronization with the office system
S0065_weak_low_priority_enhancement,S0065,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could notify realtors of new client appointments after automatic synchronization with the office system.",nice_to_have,notify realtors of new client appointments after automatic synchronization with the office system
S0065_weak_future_enhancement,S0065,future_enhancement,nice_to_have,Stakeholders mentioned that the system could notify realtors of new client appointments after automatic synchronization with the office system as a possible future enhancement.,nice_to_have,notify realtors of new client appointments after automatic synchronization with the office system
S0066_weak_useful_if,S0066,useful_if,nice_to_have,It would be useful if the system could allow realtors to retrieve maps showing property locations for a specified area.,nice_to_have,allow realtors to retrieve maps showing property locations for a specified area
